project_name,commit_id,github_address,is_bug_fix
swagger-api__swagger-codegen,748460488aa6477f406cb3e5d15eb9334ba34192,https://github.com/swagger-api/swagger-codegen/commit/748460488aa6477f406cb3e5d15eb9334ba34192,bug-fix
thelastpickle__cassandra-reaper,7078584f05b6f57efdd0fa105484eb46f4275add,https://github.com/thelastpickle/cassandra-reaper/commit/7078584f05b6f57efdd0fa105484eb46f4275add,bug-fix
INRIA__spoon,f10ea611eb09e17ff144438affce736183811cb4,https://github.com/INRIA/spoon/commit/f10ea611eb09e17ff144438affce736183811cb4,bug-fix
ctripcorp__apollo,4b6df298ffd8b1e82ccf7c0257f060f5328c6ea9,https://github.com/ctripcorp/apollo/commit/4b6df298ffd8b1e82ccf7c0257f060f5328c6ea9,bug-fix
INRIA__spoon,88cf4ee6b1404c14d03fc6baeab4a8b522c4ea34,https://github.com/INRIA/spoon/commit/88cf4ee6b1404c14d03fc6baeab4a8b522c4ea34,bug-fix
lettuce-io__lettuce-core,06b3c2df987645c7fe9c1bda2f38a90a902b0897,https://github.com/lettuce-io/lettuce-core/commit/06b3c2df987645c7fe9c1bda2f38a90a902b0897,not-bug-fix
openmrs__openmrs-module-htmlformentry,62af312864efb768deaaa6986da580c473cf243b,https://github.com/openmrs/openmrs-module-htmlformentry/commit/62af312864efb768deaaa6986da580c473cf243b,bug-fix
rkonovalov__jsonignore,dae27f3a13f4effd5ce31472379719ebd584744f,https://github.com/rkonovalov/jsonignore/commit/dae27f3a13f4effd5ce31472379719ebd584744f,not-bug-fix
SpoonLabs__gumtree-spoon-ast-diff,26336dd59dd4fec775a13d661030b7aa0c726ba8,https://github.com/SpoonLabs/gumtree-spoon-ast-diff/commit/26336dd59dd4fec775a13d661030b7aa0c726ba8,bug-fix
cpesch__RouteConverter,fc1aad65a54db8e71748f9e8f2f484279fdf73d8,https://github.com/cpesch/RouteConverter/commit/fc1aad65a54db8e71748f9e8f2f484279fdf73d8,bug-fix
Activiti__Activiti,232709a31c7215d9002b77ea13e0a4fc3ca3c12e,https://github.com/Activiti/Activiti/commit/232709a31c7215d9002b77ea13e0a4fc3ca3c12e,not-bug-fix
swagger-api__swagger-codegen,ae4b4979a71951e60b19fd51d5d040726f197e19,https://github.com/swagger-api/swagger-codegen/commit/ae4b4979a71951e60b19fd51d5d040726f197e19,dont-know
org-tigris-jsapar__jsapar,c37a729edcb66fc0e0d421fe3e52cb83d47213f4,https://github.com/org-tigris-jsapar/jsapar/commit/c37a729edcb66fc0e0d421fe3e52cb83d47213f4,bug-fix
apache__incubator-servicecomb-java-chassis,fa01204f65f691763f2f83c822e9373bee1c91c3,https://github.com/apache/incubator-servicecomb-java-chassis/commit/fa01204f65f691763f2f83c822e9373bee1c91c3,not-bug-fix
